,route_id,polling_frequency,no_of_bases,missing_data,transition_decay,emission_variance,hmm_accuracy,benchmark_accuracy,hmm_dist,benchmark_dist
0,1,0.06666666666666667,0,True,0.01,0.5,0.5333333333333333,0.5666666666666667,19.507488577921908,14.449435081998631
1,1,0.06666666666666667,0,True,0.004,0.5,0.5,0.5666666666666667,21.255180039493258,14.449435081998631
2,1,0.06666666666666667,0,True,0.002,0.5,0.4666666666666667,0.5666666666666667,23.444161356809545,14.449435081998631
3,1,0.06666666666666667,0,True,0.01,1.0,0.5333333333333333,0.5666666666666667,19.507488577921908,14.449435081998631
4,1,0.06666666666666667,0,True,0.004,1.0,0.5,0.5666666666666667,21.255180039493258,14.449435081998631
5,1,0.06666666666666667,0,True,0.002,1.0,0.4666666666666667,0.5666666666666667,23.444161356809545,14.449435081998631
6,1,0.06666666666666667,0,True,0.01,2.0,0.5,0.5666666666666667,20.330802715065477,14.449435081998631
7,1,0.06666666666666667,0,True,0.004,2.0,0.43333333333333335,0.5666666666666667,22.795154699613594,14.449435081998631
8,1,0.06666666666666667,0,True,0.002,2.0,0.4666666666666667,0.5666666666666667,22.938217358672425,14.449435081998631
9,1,0.06666666666666667,0,False,0.01,0.5,0.6333333333333333,0.6333333333333333,9.089496599150307,9.38159917356677
10,1,0.06666666666666667,0,False,0.004,0.5,0.6333333333333333,0.6333333333333333,9.089496599150307,9.38159917356677
11,1,0.06666666666666667,0,False,0.002,0.5,0.5666666666666667,0.6333333333333333,10.404632185680919,9.38159917356677
12,1,0.06666666666666667,0,False,0.01,1.0,0.6,0.6333333333333333,10.44837520851494,9.38159917356677
13,1,0.06666666666666667,0,False,0.004,1.0,0.6,0.6333333333333333,11.032580357347864,9.38159917356677
14,1,0.06666666666666667,0,False,0.002,1.0,0.5333333333333333,0.6333333333333333,12.055613369462014,9.38159917356677
15,1,0.06666666666666667,0,False,0.01,2.0,0.6,0.6333333333333333,11.74585266670474,9.38159917356677
16,1,0.06666666666666667,0,False,0.004,2.0,0.6333333333333333,0.6333333333333333,10.2092662202043,9.38159917356677
17,1,0.06666666666666667,0,False,0.002,2.0,0.5666666666666667,0.6333333333333333,11.232299232318448,9.38159917356677
18,1,0.06666666666666667,50,True,0.01,0.5,0.5,0.5,12.385009285054478,14.768895627884765
19,1,0.06666666666666667,50,True,0.004,0.5,0.5,0.5,12.385009285054478,14.768895627884765
20,1,0.06666666666666667,50,True,0.002,0.5,0.5,0.5,12.189474385398439,14.768895627884765
21,1,0.06666666666666667,50,True,0.01,1.0,0.5,0.5,12.385009285054478,14.768895627884765
22,1,0.06666666666666667,50,True,0.004,1.0,0.5,0.5,12.385009285054478,14.768895627884765
23,1,0.06666666666666667,50,True,0.002,1.0,0.5,0.5,12.189474385398439,14.768895627884765
24,1,0.06666666666666667,50,True,0.01,2.0,0.36666666666666664,0.5,14.493298437140481,14.768895627884765
25,1,0.06666666666666667,50,True,0.004,2.0,0.43333333333333335,0.5,12.447379778883029,14.768895627884765
26,1,0.06666666666666667,50,True,0.002,2.0,0.43333333333333335,0.5,12.251844879226992,14.768895627884765
27,1,0.06666666666666667,50,False,0.01,0.5,0.6666666666666666,0.6333333333333333,9.212868039643599,9.38159917356677
28,1,0.06666666666666667,50,False,0.004,0.5,0.6666666666666666,0.6333333333333333,7.653046563157011,9.38159917356677
29,1,0.06666666666666667,50,False,0.002,0.5,0.6333333333333333,0.6333333333333333,8.239156709878324,9.38159917356677
30,1,0.06666666666666667,50,False,0.01,1.0,0.7333333333333333,0.6333333333333333,6.401263025217598,9.38159917356677
31,1,0.06666666666666667,50,False,0.004,1.0,0.7666666666666667,0.6333333333333333,5.97670507665729,9.38159917356677
32,1,0.06666666666666667,50,False,0.002,1.0,0.7333333333333333,0.6333333333333333,6.562815223378603,9.38159917356677
33,1,0.06666666666666667,50,False,0.01,2.0,0.7,0.6333333333333333,8.092708615230036,9.38159917356677
34,1,0.06666666666666667,50,False,0.004,2.0,0.7333333333333333,0.6333333333333333,6.763450479949353,9.38159917356677
35,1,0.06666666666666667,50,False,0.002,2.0,0.7,0.6333333333333333,7.349560626670666,9.38159917356677
36,2,0.06666666666666667,0,True,0.01,0.5,0.6304347826086957,0.6086956521739131,18.406665915128528,26.121032141784376
37,2,0.06666666666666667,0,True,0.004,0.5,0.5652173913043478,0.6086956521739131,28.816808953595746,26.121032141784376
38,2,0.06666666666666667,0,True,0.002,0.5,0.5217391304347826,0.6086956521739131,36.29349624290573,26.121032141784376
39,2,0.06666666666666667,0,True,0.01,1.0,0.6739130434782609,0.6086956521739131,22.76097505065813,26.121032141784376
40,2,0.06666666666666667,0,True,0.004,1.0,0.6521739130434783,0.6086956521739131,25.419010808744765,26.121032141784376
41,2,0.06666666666666667,0,True,0.002,1.0,0.6086956521739131,0.6086956521739131,31.230517367677027,26.121032141784376
42,2,0.06666666666666667,0,True,0.01,2.0,0.6521739130434783,0.6086956521739131,29.319861456649754,26.121032141784376
43,2,0.06666666666666667,0,True,0.004,2.0,0.6521739130434783,0.6086956521739131,29.380040266367487,26.121032141784376
44,2,0.06666666666666667,0,True,0.002,2.0,0.6304347826086957,0.6086956521739131,32.77014221029282,26.121032141784376
45,2,0.06666666666666667,0,False,0.01,0.5,0.7608695652173914,0.7608695652173914,10.103336921522732,7.7258983634019485
46,2,0.06666666666666667,0,False,0.004,0.5,0.7608695652173914,0.7608695652173914,10.103336921522732,7.7258983634019485
